text,intent
3    ,address
22.58    ,total
GARDENIA BAKERIES (KL) SDN BHD    ,company
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
5.90    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
40.18    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3.21    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
65.50    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
23.20    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
62.60    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
14.79    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
41.87    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
31.05    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
39.87    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
58.86    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
35.01    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
34.21    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
68.63    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
110.46    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
23.56    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
33.80    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
59.54    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
27.20    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
60.24    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
46.06    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
51.42    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
31.32    ,total
3    ,address
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
54.19    ,total
3    ,address
3    ,address
3    ,address
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851 -A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 8.60    ,total
RM 20.00    ,total
RM 11.40    ,total
06-04-16 11:53 SH01 ZJ08    ,date
RM 0.49    ,total
MR. D.I.Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 3.30    ,total
RM 3.30    ,total
17-04-16 14:02 SH01 B019    ,date
3.30    ,total
3.30    ,total
RM 0.19    ,total
MR. D.I.Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 22.90    ,total
RM 23.00    ,total
RM 0.10    ,total
17-04-16 14:01 SH01 B019    ,date
RM 1.30    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1320-TMN BATU    ,address
14-12-16    ,date
61.65    ,total
61.65    ,total
COSWAY (M) SDN BHD (50118-A)    ,address
2ND FLOOR  WISMA COSWAY  JALAN RAJA CHULAN     ,address
50200 KUALA LUMPUR  MALAYSIA.    ,address
HAI-O RAYA BHD (169199-V)    ,company
41400 KLANG  SELANGOR    ,address
47.70    ,total
47.70    ,total
47.70    ,total
47.70    ,total
GREEN LANE PHARMACY SDN BHD    ,company
33 JLN BANGAU 1 KEPONG BARU     ,address
52100 KEPONG KL    ,address
180.10    ,total
180.10    ,total
180.10    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1558-TMN PUSAT KEPONG    ,address
21-11-16    ,date
31.80    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1558-TMN PUSAT KEPONG    ,address
05-12-16    ,date
15.90    ,total
GUARDIAN HEALTH AND BEAUTY SDN BHD    ,company
FIRST WORLD THEME PARK    ,address
LOT F/L2A.4  LEVEL 2A    ,address
FIRST WORLD PLAZA  FIRST WORLD    ,address
2.56    ,total
2.56    ,total
GUARDIAN BRAND PRODUCTS MUST BE MADE    ,company
11/02/16    ,date
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 33198  BATU 4    ,address
JALAN KAPAR  MUKIM KAPAR    ,address
42100 KLANG  SELANGOR    ,address
1320-TMN BATU    ,address
03-02-16    ,date
82.80    ,total
82.80    ,total
82.80    ,total
LG226  LGF  1 UTAMA SHOPPING CENTRE     ,address
LEBUH BANDAR UTAMA  47800 PETALING JAYA.    ,address
RM96.20    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 21.00    ,total
RM 21.00    ,total
RM 1.19    ,total
25-01-16 11:59 SH01 ZJ08    ,date
MR. D.I.Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 57.40    ,total
RM 100.00    ,total
RM 42.60    ,total
RM 3.25    ,total
24-01-16 11:44 SH01 B003    ,date
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 33198  BATU 4    ,address
JALAN KAPAR  MUKIM KAPAR    ,address
42100 KLANG  SELANGOR    ,address
1181-TMN SRI SINAR    ,address
24-01-16    ,date
13.60    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 64.70    ,total
RM 100.00    ,total
RM 35.30    ,total
RM 3.66    ,total
08-01-16 11:55 SH01 ZJ08    ,date
GOLDEN ARCHES RESTAURANTS SDN BHD    ,company
LEVEL 6  BANGUNAN TH  DAMANSARA UPTOWN3    ,address
NO.3  JALAN SS21/39 47400 PETALING JAYA    ,address
SELANGOR    ,address
28.20    ,total
28.20    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 33198  BATU 4    ,address
JALAN KAPAR  MUKIM KAPAR    ,address
42100 KLANG  SELANGOR    ,address
1558-TMN PUSAT KEPONG    ,address
30-06-16    ,date
27.30    ,total
27.30    ,total
YAM FRESH    ,company
NO.145G  JALAN RIMBUNAN RAYA 1     ,address
LAMAN RIMBUNAN KEPONG     ,address
52100 KUALA LUMPUR    ,address
1    ,address
RM8.35    ,total
FOUR QUARTERS SDN BHD (1079369-P)    ,company
NO.128G JLN SS21/35    ,address
DAMANSARA UTAMA PETALING JAYA    ,address
47400 SELANGOR    ,address
06/07/16    ,date
43.90    ,total
43.90    ,total
06/07/16 13:54 #001-1105624#    ,date
ECOSWAY.COM SDN BHD (509213A)    ,company
2ND FLOOR  WISMA COSWAY  JALAN RAJA CHULAN     ,address
50200 KUALA LUMPUR  MALAYSIA.    ,address
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 33198  BATU 4    ,address
JALAN KAPAR  MUKIM KAPAR    ,address
42100 KLANG  SELANGOR    ,address
1174-PERMATA MAGNA    ,address
04-06-16    ,date
2.10    ,total
MR. D.I.Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 13.30    ,total
RM 13.30    ,total
RM 0.75    ,total
07-06-16 15:26 SH08 B019    ,date
SIN THYE & COMPANY    ,company
NO.54  BATU 5 JALAN IPOH     ,address
KG.BATU     ,address
51200 KUALA LUMPUR    ,address
110.00    ,total
110.00    ,total
MR. D.I.Y. (KUCHAI) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 12.50    ,total
RM 15.00    ,total
RM 2.50    ,total
RM 0.71    ,total
22-04-16 13:13 SH01 B003    ,date
12.50    ,total
NADEJE PLATINUM SDN BHD    ,company
NO.1 LEBUH BANDAR UTAMA     ,address
47800 PETALING JAYA  SELANGOR.    ,address
RM51.30    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 68.10    ,total
RM 100.10    ,total
RM 32.00    ,total
RM 3.85    ,total
22-04-16 12:01 SH01 ZJ08    ,date
ANEKA INTERTRADE MARKETING SDN BHD (524463-X)    ,company
LOT NO2  JALAN UTARID U5/13     ,address
SEKSYEN U5  40150 SHAH ALAM     ,address
SELANGOR DARUL EHSAN  MALAYSIA    ,address
19/05/16 12:01:43 PM    ,date
19/05/16 12:01:50 PM    ,date
6.85    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 33198  BATU 4    ,address
JALAN KAPAR  MUKIM KAPAR    ,address
42100 KLANG  SELANGOR    ,address
1605-TMN SRI BINTANG    ,address
11-05-16    ,date
177.20    ,total
177.20    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 21.50    ,total
RM 51.50    ,total
RM 30.00    ,total
RM 1.22    ,total
22-05-16 12:18 SH01 ZJ19    ,date
BEST DENKI MALAYSIA (308282-A)    ,company
LOT LG 26  SUBANG PARADE    ,address
NO.5  JALAN SS16/1    ,address
47500 SUBANG JAYA  SELANGOR    ,address
BEST DENKI 1 UTAMA    ,company
89.00    ,total
89.00 S    ,total
89.00    ,total
89.00    ,total
01/05/16    ,date
EDEN IMPRESSION SDN BHD    ,company
LOT NO : 20  LEVEL UG1  PUBLIKA SOLARIS    ,address
DUTAMAS.    ,address
NO 1  JALAN DUTAMAS  50480 KL    ,address
20/10/2016    ,date
RM9.75    ,total
UROKO JAPANESE CUISINE SDN BHD    ,company
22A-1  JALAN 17/54     ,address
SECTION 17     ,address
46400 PETALING JAYA     ,address
SELANGOR.    ,address
87.10    ,total
FTOF NOODLE HOUSE    ,company
NO.25  JALAN METRO PERDANA BARAT 2     ,address
TAMAN USAHAWAN KEPONG  KEPONG UTARA     ,address
52100 KUALA LUMPUR.    ,address
RM31.60    ,total
RM31.60    ,total
RM31.60    ,total
EIGHT OUNCE    ,company
COFFEE    ,company
EIGHT OUNCE COFFEE CO. THE GARDENS MALL    ,company
F.K06  FIRST FLOOR  THE GARDENS MALL     ,address
MID VALLEY CITY  LINGKARAN SYED PUTRA     ,address
59200 KUALA LUMPUR.    ,address
39.90    ,total
39.90    ,total
SKCA HARDWARE & TIMBER SDN. BHD.    ,company
LOT 204 & 205  JALAN BATU 12 1/4     ,address
KG. DUSUN NANDING  43100 HULU LANGAT     ,address
SELANGOR DARUL EHSAN.    ,address
142.00    ,total
142.00    ,total
01-NOV-2017 11:20:04AM R05934    ,date
ANN GIAP TRADING SDN BHD    ,company
NO. 135  JALAN BANGI  43500    ,address
SEMENYIH  SELANGOR    ,address
66.00    ,total
66.00    ,total
66.00    ,total
KEDAI UHAT DAN RUNCIT CHONG HWA    ,company
3  JALAN PERDANA 5  TAMAN INDAH PERDANA     ,address
KEPONG  52100 KL.    ,address
OCT 3  2016 12:16:25 PM    ,date
RM33.90    ,total
RM33.90    ,total
RM33.90    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1243-JLN PUDU ULU    ,address
14-08-17    ,date
14.40    ,total
GUARDIAN HEALTH AND BEAUTY SDN BHD    ,company
LOT B-005-006 BASEMENT LEVEL 1    ,address
THE STARLING MALL    ,address
JALAN SS21/60 DAMANSARA UTAMA.    ,address
13.78    ,total
13.78    ,total
13.78    ,total
GUARDIAN BRAND PRODUCTS MUST BE MADE    ,company
07/07/17    ,date
K STATIONERY & OFFICE SUPPLIES    ,company
NO.9  JALAN MANIS 3  TAMAN SEGAR    ,address
CHERAS  56100 KUALA LUMPUR.    ,address
148.00    ,total
148.00    ,total
148.00    ,total
148.00    ,total
148.00    ,total
15/07/2017 12:07    ,date
MPH BOOKSTORES    ,company
SDN BHD    ,company
MPH ONE UTAMA PHASE 2    ,company
LOT S319  2ND FLOOR     ,address
1 UTAMA SHOPPING CENTRE     ,address
NO1  LEBUH BANDAR UTAMA 47800 P.JAYA    ,address
31.45    ,total
MPH AT ONE UTAMA    ,company
BECON STATIONER    ,company
BECON ENTERPRISE SDN BHD (82256-V)    ,company
DAMANSARA UTAMA OUTLET    ,address
NO.41G JLN SS21/60 DAMANSARA    ,address
UTAMA 47400 PJ  SELANGOR.    ,address
247.55    ,total
247.55    ,total
GUARDIAN HEALTH AND BEAUTY SDN BHD    ,company
BANDAR BARU RAWANG    ,address
NO 15 JALAN BANDAR RAWANG 10    ,address
BANDAR BARU RAWANG    ,address
2.28 S    ,total
2.28    ,total
2.28    ,total
GUARDIAN BRAND PRODUCTS MUST BE MADE    ,company
18/05/18    ,date
GUARDIAN HEALTH AND BEAUTY SDN BHD    ,company
BANDAR BARU RAWANG    ,address
NO 15 JALAN BANDAR RAWANG 10    ,address
BANDAR BARU RAWANG    ,address
4.50    ,total
4.50    ,total
GUARDIAN BRAND PRODUCTS MUST BE MADE    ,company
24/05/18    ,date
ECO-SHOP MARKETING SDN BHD    ,company
LOT F1-01  6  JALAN 8/27A     ,address
SEKSYEN 5 WANGSA MAJU     ,address
53300 KUALA LUMPUR     ,address
WILAYAH PERSEKUTUAN KUALA    ,address
LUMPUR  MALAYSIA.    ,address
26/02/2018 17:31    ,date
16.30    ,total
DE MAXIMUM THAI EXPRESS SDN BHD    ,company
BLK 2  UNIT G1 & G2  BESTARI TERRACE     ,address
LOT PTD 182908 & PTD 143216     ,address
JALAN DANGA  TAMAN NUSA BESTARI  81300    ,address
2    ,address
THAI ICE TEA    ,company
UNIT PRICE    ,address
30.70    ,total
30.70    ,total
17/05/2018    ,date
UNIHAKKA INTERNATIONAL SDN BHD    ,company
15 MAY 2018 18:43    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.20    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
30 MAY 2018 18:24    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.70    ,total
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
99.90    ,total
99.90    ,total
99.90    ,total
27/05/2018 13:48    ,date
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
AEON CARD DISC    ,address
AEON CARD DISC    ,address
AEON CARD DISC    ,address
476.80    ,total
11/05/2018 17:19    ,date
AEON STAMPS LOYALTY PROGRAM "PRODUCT    ,address
AEON TEBRAU CITY    ,address
UNIHAKKA INTERNATIONAL SDN BHD    ,company
16 MAY 2018 18:30    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.20    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
14 MAY 2018 18:10    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.90    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
07 MAY 2018 18:21    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.70    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
10 MAY 2018 12:32    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$10.30    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
09 MAY 2018 18:24    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$6.60    ,total
$6.60    ,total
$6.60    ,total
THE TOAST F&B SDN BHD (965752-T)    ,company
LOT 2110&2111 JALAN PERMAS UTARA    ,address
BANDAR BARU PERMAS    ,address
11/05/2018    ,date
31.00    ,total
31.00    ,total
11/05/2018 08:35:58 PM    ,date
DE LUXE CIRCLE FRESH MART SDN BHD    ,company
TAMAN MUTIA RINI  81300 SKUDAI  JOHOR.    ,address
12/05/18 12:12:57 PM    ,date
12/05/18 12:13:17 PM    ,date
12.00    ,total
12.00    ,total
VERBENA CONFECTIONERY SDN BHD    ,company
1  JALAN SUTERA TANJUNG 8/4     ,address
TMN SUTERA UTAMA  81300 SKUDAI  JB.    ,address
12/05/2018 15:16    ,date
1    ,address
1    ,address
1    ,address
75.70    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
22 MAY 2018 18:51    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$11.40    ,total
$11.40    ,total
GERBANG ALAF RESTAURANTS SDN BHD    ,company
LEVEL 6  BANGUNAN TH  DAMANSARA UPTOWN3    ,address
NO.3  JALAN SS21/39 47400 PETA ING JAYA    ,address
SELANGOR    ,address
11.10    ,total
11.10    ,total
11.10    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
24 MAY 2018 18:29    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.40    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
27 MAY 2018 18:25    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$10.70    ,total
DOMINO'S PIZZA TAMAN UNIVERSITI    ,company
30  JLN KEBUDAYAAN 7  TMN UNIVERSITI    ,address
81300 SKUDAI  JOHOR    ,address
6.70    ,total
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 31.20    ,total
RM 31.20    ,total
RM 1.77    ,total
06-04-18 16:46 SH01 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 9.00    ,total
RM 10.00    ,total
RM 1.00    ,total
RM 0.51    ,total
11-04-18 17:42 SH01 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 15.40    ,total
RM 15.40    ,total
RM 0.87    ,total
19-04-18 17:39 SH01 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 34.80    ,total
RM 100.00    ,total
RM 65.20    ,total
RM 1.97    ,total
19-04-18 18:04 SH01 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
RM 34.80    ,total
RM 100.00    ,total
RM 65.20    ,total
RM 1.97    ,total
19-04-18 18:04 SH01 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
6    ,address
25-04-18 16:46 SH01 ZJ86    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
2.10    ,total
2.10    ,total
26-04-18    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
38.00    ,total
27-04-18    ,date
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
26.10    ,total
28/04/2018 15:35    ,date
AEON BANDAR PUCHONG    ,address
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
28-04-18    ,date
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
30-04-18    ,date
S&Y STATIONERY    ,company
BANDAR PINGGIRAN SUBANG     ,address
SEKSYEN U5     ,address
40150 SHAH ALAM  SELANGOR.    ,address
05-JAN-2017 03:17:50 PM    ,date
NO. DESCRIPTION    ,address
72.00    ,total
72.00    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
07-02-17    ,date
37.45    ,total
37.45    ,total
ENW HARDWARE CENTRE (M) SDN. BHD.    ,company
NO: G3  BLK G  JLN PJU 1A/3     ,address
ARA DAMANSARA  47301    ,address
PETALING JAYA  SELANGOR DARUL EHSAN.    ,address
13/04/2018    ,date
27.00    ,total
27.00    ,total
ENW HARDWARE CENTRE (M) SDN BHD.    ,company
ENW HARDWARE CENTRE (M) SDN. BHD.    ,company
NO: G3  BLK G  JLN PJU 1A/3     ,address
ARA DAMANSARA  47301    ,address
PETALING JAYA  SELANGOR DARUL EHSAN.    ,address
14/04/2018    ,date
156.00    ,total
156.00    ,total
ENW HARDWARE CENTRE (M) SDN BHD.    ,company
ENW HARDWARE CENTRE (M) SDN. BHD.    ,company
NO: G3  BLK G  JLN PJU 1A/3     ,address
ARA DAMANSARA  47301    ,address
PETALING JAYA  SELANGOR DARUL EHSAN.    ,address
09/04/2018    ,date
51.00    ,total
51.00    ,total
ENW HARDWARE CENTRE (M) SDN. BHD.    ,company
MR. D.I.Y. (M) SDN BHD    ,company
LOT 1851-A & 1851-B  JALAN KPB 6     ,address
KAWASAN PERINDUSTRIAN BALAKONG     ,address
43300 SERI KEMBANGAN  SELANGOR    ,address
27-04-18 16:40 SH01 ZJ42    ,date
KFA SUPPLY    ,company
